"349190600",BIELSKO-BIA£A,"2026","01","01",1.9,,-3.8,,0.1,,-4.1,,0.0,,S,3,,,"9",0.3,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8",Z,"01",,,"9",,"8"
"349190600",BIELSKO-BIA£A,"2026","01","02",1.8,,-0.2,,0.8,,-1.0,,0.0,,S,3,,,"9",,"9",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8",Z,"01",,,"9",,"8"
"349190600",BIELSKO-BIA£A,"2026","01","03",1.0,,-1.1,,-0.7,,-2.7,,0.0,,S,2,,,"9",4.0,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8",Z,"05",,,"9",,"8"
"349190600",BIELSKO-BIA£A,"2026","01","04",0.1,,-3.1,,-1.9,,-5.7,,,"9",,2,,,"9",5.2,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8",Z,"06",,,"9",,"8"
"349190600",BIELSKO-BIA£A,"2026","01","05",-1.6,,-8.2,,-4.2,,-11.5,,,"9",,2,,,"9",3.6,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8",Z,"08",,,"9",,"8"
"349190600",BIELSKO-BIA£A,"2026","01","06",-3.4,,-6.2,,-4.4,,-7.0,,,"9",,2,,,"9",1.2,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8",Z,"08",,,"9",,"8"
"349190600",BIELSKO-BIA£A,"2026","01","07",-3.9,,-6.6,,-5.9,,-9.2,,0.4,,S,2,,,"9",,"9",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8",Z,"09",,,"9",,"8"
"349190600",BIELSKO-BIA£A,"2026","01","08",-6.0,,-7.3,,-6.7,,-7.2,,1.0,,S,3,,,"9",0.1,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8",Z,"09",,,"9",,"8"
"349190600",BIELSKO-BIA£A,"2026","01","09",-4.4,,-12.8,,-6.9,,-18.9,,0.0,,S,5,,0.4,,3.7,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8",Z,"08",,,"9",,"8"
"349190600",BIELSKO-BIA£A,"2026","01","10",-4.4,,-11.8,,-8.8,,-14.5,,1.0,,S,4,,,"9",0.3,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8",Z,"08",,,"9",,"8"
